,Zeit,Weseler Straße (gesamt),Weseler Straße FR stadteinwärts,Weseler Straße FR stadtauswärts,Wetter,Temperatur (°C),Luftfeuchtigkeit (%),Gefühlte Temperatur (°C),Regen (mm),Wind (km/h)
,15. Jan. 2018 05:00,16,9,7,Leicht bewölkt,1,80,-3,0,15
,15. Jan. 2018 06:00,84,49,35,Leicht bewölkt,1,81,-3,0,16
,15. Jan. 2018 07:00,372,220,152,Leicht bewölkt,2,80,-3,0,18
,15. Jan. 2018 08:00,330,194,136,Leicht bewölkt,2,79,-2,0,20
,15. Jan. 2018 09:00,230,135,95,Leicht bewölkt,3,78,-2,0,22
,15. Jan. 2018 10:00,163,95,68,Leicht bewölkt,3,77,-1,0,24
,15. Jan. 2018 11:00,171,101,70,Leicht bewölkt,4,76,-1,0,26
,15. Jan. 2018 12:00,181,107,74,Leicht bewölkt,5,75,0,0,28
,15. Jan. 2018 13:00,157,92,65,Leicht bewölkt,5,75,0,0,29
,15. Jan. 2018 14:00,217,128,89,Stellenweiser Nieselregen,5,75,1,0,30
,15. Jan. 2018 15:00,202,119,83,Stellenweiser Nieselregen,6,76,1,0,30
,15. Jan. 2018 16:00,315,186,129,Stellenweiser Nieselregen,6,76,1,0,31
,15. Jan. 2018 17:00,330,195,135,Nieselregen,6,76,1,1,32
,15. Jan. 2018 18:00,203,120,83,Nieselregen,6,76,1,1,33
,15. Jan. 2018 19:00,103,60,43,Nieselregen,5,78,1,1,33
,15. Jan. 2018 20:00,116,68,48,Mäßiger Regenfall,4,81,2,1,33
,15. Jan. 2018 21:00,56,32,24,Mäßiger Regenfall,4,83,2,1,33
,15. Jan. 2018 22:00,40,22,18,Mäßiger Regenfall,4,84,2,1,32
,15. Jan. 2018 23:00,24,13,11,Mäßiger Regenfall,5,85,2,1,30
,16. Jan. 2018 00:00,4,2,2,Mäßiger Regenfall,5,86,2,2,29
,16. Jan. 2018 01:00,11,6,5,Mäßiger Regenfall,5,86,2,1,27
,16. Jan. 2018 02:00,8,4,4,Teilweise mäßiger Regenfall,5,86,2,1,26
,16. Jan. 2018 03:00,2,1,1,Teilweise mäßiger Regenfall,6,86,1,1,24
,16. Jan. 2018 04:00,14,7,7,Teilweise mäßiger Regenfall,6,86,1,1,23
,16. Jan. 2018 05:00,15,8,7,Leichter Regenschauer,5,86,1,1,23
,16. Jan. 2018 06:00,74,43,31,Leichter Regenschauer,5,86,1,1,23
,16. Jan. 2018 07:00,326,193,133,Leichter Regenschauer,5,85,1,1,23
,16. Jan. 2018 08:00,267,157,110,Mäßiger bis starker Regen mit Gewitter,5,84,1,1,23
,16. Jan. 2018 09:00,201,119,82,Mäßiger bis starker Regen mit Gewitter,5,84,1,0,23
,16. Jan. 2018 10:00,118,69,49,Mäßiger bis starker Regen mit Gewitter,5,80,1,1,26
,16. Jan. 2018 11:00,110,64,46,Leichter Regenschauer,6,77,1,1,29
,16. Jan. 2018 12:00,137,80,57,Leichter Regenschauer,6,73,1,1,32
,16. Jan. 2018 13:00,184,108,76,Leichter Regenschauer,5,72,0,1,32
,16. Jan. 2018 14:00,198,116,82,Mäßiger bis starker Regenschauer,5,70,0,1,32
,16. Jan. 2018 15:00,216,127,89,Mäßiger bis starker Regenschauer,5,69,0,1,32
,16. Jan. 2018 16:00,298,176,122,Mäßiger bis starker Regenschauer,4,70,-1,1,29
,16. Jan. 2018 17:00,363,214,149,Leichte Eisregen,4,71,-1,0,27
,16. Jan. 2018 18:00,211,124,87,Leichte Eisregen,3,72,-2,0,25
,16. Jan. 2018 19:00,166,97,69,Leichte Eisregen,3,74,-2,0,24
,16. Jan. 2018 20:00,128,75,53,Mäßige bis starke Schneefälle,3,76,-2,0,23
,16. Jan. 2018 21:00,68,39,29,Mäßige bis starke Schneefälle,3,78,-2,0,22
,16. Jan. 2018 22:00,49,28,21,Mäßige bis starke Schneefälle,2,78,-3,0,23
,16. Jan. 2018 23:00,23,13,10,Mäßige bis starke Schneefälle,2,79,-3,0,23
,17. Jan. 2018 00:00,13,7,6,Mäßige bis starke Schneefälle,2,79,-3,0,24
,17. Jan. 2018 01:00,4,2,2,Mäßige bis starke Schneefälle,2,82,-3,0,23
,17. Jan. 2018 02:00,4,2,2,Mäßige bis starke Schneefälle,2,84,-3,1,22
,17. Jan. 2018 03:00,12,6,6,Mäßige bis starke Schneefälle,2,86,-2,1,21
,17. Jan. 2018 04:00,10,5,5,Mäßige bis starke Schneefälle,2,86,-3,1,21
,17. Jan. 2018 05:00,16,9,7,Mäßiger bis starker Schneefall mit Gewitter,2,86,-3,1,21
,17. Jan. 2018 06:00,80,46,34,Mäßiger bis starker Schneefall mit Gewitter,2,86,-3,1,21
,17. Jan. 2018 07:00,333,197,136,Mäßiger bis starker Schneefall mit Gewitter,2,85,-3,1,21
,17. Jan. 2018 08:00,316,186,130,Mäßige bis starke Schneefälle,2,84,-4,1,22
,17. Jan. 2018 09:00,163,96,67,Mäßige bis starke Schneefälle,2,84,-4,0,23
,17. Jan. 2018 10:00,138,81,57,Mäßige bis starke Schneefälle,2,82,-4,0,25
,17. Jan. 2018 11:00,149,87,62,Mäßige bis starke Schneefälle,2,81,-3,0,26
,17. Jan. 2018 12:00,150,88,62,Mäßige bis starke Schneefälle,2,80,-3,0,27
,17. Jan. 2018 13:00,170,100,70,Mäßige bis starke Schneefälle,3,79,-3,0,28
,17. Jan. 2018 14:00,149,87,62,Schneesturm,3,78,-3,0,29
,17. Jan. 2018 15:00,172,101,71,Schneesturm,3,77,-3,0,30
,17. Jan. 2018 16:00,273,161,112,Schneesturm,3,76,-3,0,29
,17. Jan. 2018 17:00,291,172,119,Mäßige bis starke Schneefälle,2,76,-3,0,28
,17. Jan. 2018 18:00,164,96,68,Mäßige bis starke Schneefälle,2,76,-4,0,27
,17. Jan. 2018 19:00,118,69,49,Mäßige bis starke Schneefälle,2,78,-4,0,26
,17. Jan. 2018 20:00,118,69,49,Mäßige bis starke Schneefälle,2,79,-4,0,25
,17. Jan. 2018 21:00,61,35,26,Mäßige bis starke Schneefälle,2,81,-4,0,24
,17. Jan. 2018 22:00,62,36,26,Mäßige bis starke Schneefälle,2,82,-4,0,24
,17. Jan. 2018 23:00,30,16,14,Leichte Schneeschauer,2,83,-4,0,24
,18. Jan. 2018 00:00,8,4,4,Leichte Schneeschauer,2,84,-4,0,23
,18. Jan. 2018 01:00,6,3,3,Leichte Schneeschauer,2,85,-3,0,23
,18. Jan. 2018 02:00,0,0,0,Bewölkt,2,86,-3,0,23
,18. Jan. 2018 03:00,2,1,1,Bewölkt,2,87,-3,0,22
,18. Jan. 2018 04:00,11,6,5,Bewölkt,3,87,-3,0,24
,18. Jan. 2018 05:00,13,7,6,Leichte Eisregen,3,87,-2,0,26
,18. Jan. 2018 06:00,41,23,18,Leichte Eisregen,3,88,-2,1,27
,18. Jan. 2018 07:00,179,105,74,Leichte Eisregen,4,86,-1,1,32
,18. Jan. 2018 08:00,175,103,72,Mäßiger Regenfall,6,84,0,1,36
,18. Jan. 2018 09:00,124,73,51,Mäßiger Regenfall,7,82,2,1,40
,18. Jan. 2018 10:00,114,67,47,Mäßiger Regenfall,7,78,1,1,46
,18. Jan. 2018 11:00,43,24,19,Mäßiger Regenfall,7,75,1,1,53
,18. Jan. 2018 12:00,60,34,26,Mäßiger Regenfall,7,72,1,1,59
,18. Jan. 2018 13:00,78,45,33,Mäßiger Regenfall,6,71,0,1,55
,18. Jan. 2018 14:00,95,55,40,Leichter Regenfall,6,71,0,0,52
,18. Jan. 2018 15:00,128,75,53,Leichter Regenfall,6,71,0,0,49
,18. Jan. 2018 16:00,179,105,74,Leichter Regenfall,5,73,-1,0,43
,18. Jan. 2018 17:00,235,139,96,Leichter Regenschauer,5,75,-1,0,36
,18. Jan. 2018 18:00,188,110,78,Leichter Regenschauer,4,77,-1,0,30
,18. Jan. 2018 19:00,140,82,58,Leichter Regenschauer,4,80,-1,0,26
,18. Jan. 2018 20:00,96,56,40,Leicht bewölkt,3,83,-1,0,23
,18. Jan. 2018 21:00,47,27,20,Leicht bewölkt,3,86,-1,0,19
,18. Jan. 2018 22:00,47,26,21,Leicht bewölkt,3,86,-1,0,19
,18. Jan. 2018 23:00,34,19,15,Stellenweise Gewitter und Niederschläge,3,87,-1,0,18
,19. Jan. 2018 00:00,14,7,7,Stellenweise Gewitter und Niederschläge,3,87,-1,0,18
,19. Jan. 2018 01:00,12,6,6,Stellenweise Gewitter und Niederschläge,3,89,-1,0,16
,19. Jan. 2018 02:00,4,2,2,Leichter Eisregen,2,91,-1,0,15
,19. Jan. 2018 03:00,2,1,1,Leichter Eisregen,2,93,-1,0,13
,19. Jan. 2018 04:00,13,7,6,Leichter Eisregen,2,94,-1,0,12
,19. Jan. 2018 05:00,18,9,9,Mäßige bis starke Schneefälle,2,96,-1,0,11
,19. Jan. 2018 06:00,68,39,29,Mäßige bis starke Schneefälle,1,97,-2,0,9
,19. Jan. 2018 07:00,329,194,135,Mäßige bis starke Schneefälle,2,97,-1,0,11
,19. Jan. 2018 08:00,205,121,84,Leichter Eisregen,2,96,-1,1,13
,19. Jan. 2018 09:00,162,95,67,Leichter Eisregen,2,96,-1,1,14
,19. Jan. 2018 10:00,164,96,68,Leichter Eisregen,3,93,-1,1,16
,19. Jan. 2018 11:00,154,90,64,Mäßiger bis starker Eisregen,3,90,-1,2,18
,19. Jan. 2018 12:00,156,92,64,Mäßiger bis starker Eisregen,4,86,0,2,20
,19. Jan. 2018 13:00,209,123,86,Mäßiger bis starker Eisregen,4,84,0,1,20
,19. Jan. 2018 14:00,248,146,102,Mäßiger bis starker Eisregen,4,83,0,1,19
,19. Jan. 2018 15:00,279,164,115,Mäßiger bis starker Eisregen,4,81,0,1,19
,19. Jan. 2018 16:00,248,146,102,Mäßiger bis starker Eisregen,4,81,0,1,18
,19. Jan. 2018 17:00,206,121,85,Leichte Eisregen,3,82,-1,0,17
,19. Jan. 2018 18:00,214,126,88,Leichte Eisregen,3,83,-1,0,17
,19. Jan. 2018 19:00,137,80,57,Leichte Eisregen,3,85,-1,0,16
,19. Jan. 2018 20:00,134,79,55,Leichte Eisregen,2,87,-2,0,16
,19. Jan. 2018 21:00,69,40,29,Leichte Eisregen,2,89,-2,0,16
,19. Jan. 2018 22:00,49,28,21,Leichte Eisregen,2,90,-2,1,17
,19. Jan. 2018 23:00,42,23,19,Mäßige bis starke Schneefälle,2,91,-3,1,17
,20. Jan. 2018 00:00,25,14,11,Mäßige bis starke Schneefälle,1,91,-3,1,17
,20. Jan. 2018 01:00,24,12,12,Mäßige bis starke Schneefälle,1,92,-3,1,17
,20. Jan. 2018 02:00,12,6,6,Mäßige bis starke Schneefälle,1,92,-3,1,17
,20. Jan. 2018 03:00,2,1,1,Mäßige bis starke Schneefälle,1,93,-4,1,17
,20. Jan. 2018 04:00,10,5,5,Mäßige bis starke Schneefälle,1,93,-4,0,17
,20. Jan. 2018 05:00,18,9,9,Mäßige bis starke Schneefälle,1,94,-4,0,17
,20. Jan. 2018 06:00,8,4,4,Mäßige bis starke Schneefälle,1,94,-4,0,17
,20. Jan. 2018 07:00,25,13,12,Mäßige bis starke Schneefälle,1,94,-4,0,17
,20. Jan. 2018 08:00,60,34,26,Mäßige bis starke Schneefälle,1,94,-4,0,17
,20. Jan. 2018 09:00,175,103,72,Mäßige bis starke Schneefälle,1,94,-4,0,17
,20. Jan. 2018 10:00,151,88,63,Mäßige bis starke Schneefälle,1,95,-3,0,15
,20. Jan. 2018 11:00,169,99,70,Mäßige bis starke Schneefälle,2,95,-2,0,14
,20. Jan. 2018 12:00,167,98,69,Mäßige bis starke Schneefälle,2,96,-2,0,12
,20. Jan. 2018 13:00,195,115,80,Mäßige bis starke Schneefälle,2,96,-1,0,11
,20. Jan. 2018 14:00,144,84,60,Leichter Nebel,2,96,0,0,9
,20. Jan. 2018 15:00,161,95,66,Leichter Nebel,2,96,0,0,8
,20. Jan. 2018 16:00,140,82,58,Leichter Nebel,2,96,0,0,7
,20. Jan. 2018 17:00,118,69,49,Leichter Eisregen,2,95,0,0,7
,20. Jan. 2018 18:00,123,72,51,Leichter Eisregen,2,95,0,0,6
,20. Jan. 2018 19:00,95,55,40,Leichter Eisregen,2,95,0,0,6
,20. Jan. 2018 20:00,71,41,30,Leichter Eisregen,2,95,0,0,6
,20. Jan. 2018 21:00,61,35,26,Leichter Eisregen,2,95,0,0,6
,20. Jan. 2018 22:00,40,23,17,Leichter Eisregen,2,95,0,0,7
,20. Jan. 2018 23:00,38,21,17,Leichter Eisregen,2,95,-1,0,8
,21. Jan. 2018 00:00,28,15,13,Leichter Eisregen,1,95,-1,0,8
,21. Jan. 2018 01:00,27,15,12,Leichter Eisregen,1,95,-1,0,9
,21. Jan. 2018 02:00,17,9,8,Stellenweise starker Schneefall,1,96,-2,0,10
,21. Jan. 2018 03:00,12,6,6,Stellenweise starker Schneefall,1,96,-2,0,10
,21. Jan. 2018 04:00,6,3,3,Stellenweise starker Schneefall,1,96,-3,0,10
,21. Jan. 2018 05:00,12,6,6,Starker Schneefall,0,96,-3,0,10
,21. Jan. 2018 06:00,6,3,3,Starker Schneefall,0,96,-4,0,10
,21. Jan. 2018 07:00,11,6,5,Starker Schneefall,0,95,-4,0,10
,21. Jan. 2018 08:00,29,16,13,Stellenweise starker Schneefall,0,95,-3,0,9
,21. Jan. 2018 09:00,90,52,38,Stellenweise starker Schneefall,0,94,-3,0,9
,21. Jan. 2018 10:00,144,85,59,Stellenweise starker Schneefall,0,94,-3,0,9
,21. Jan. 2018 11:00,91,53,38,Bewölkt,1,93,-2,0,10
,21. Jan. 2018 12:00,71,41,30,Bewölkt,2,93,-2,0,10
,21. Jan. 2018 13:00,93,54,39,Bewölkt,2,93,-1,0,10
,21. Jan. 2018 14:00,84,49,35,Leicht bewölkt,2,93,-1,0,10
,21. Jan. 2018 15:00,111,65,46,Leicht bewölkt,2,93,-1,0,9
,21. Jan. 2018 16:00,97,57,40,Leicht bewölkt,2,93,-1,0,9
,21. Jan. 2018 17:00,123,72,51,Leicht bewölkt,1,92,-1,0,8
,21. Jan. 2018 18:00,81,47,34,Leicht bewölkt,1,92,-2,0,8
,21. Jan. 2018 19:00,77,45,32,Leicht bewölkt,1,92,-2,0,9
,21. Jan. 2018 20:00,52,30,22,Leicht bewölkt,0,92,-3,0,9
,21. Jan. 2018 21:00,31,17,14,Leicht bewölkt,0,92,-4,0,10
,21. Jan. 2018 22:00,18,9,9,Leicht bewölkt,0,91,-4,0,11
,21. Jan. 2018 23:00,10,5,5,Leicht bewölkt,0,89,-4,0,12
,22. Jan. 2018 00:00,12,6,6,Leicht bewölkt,0,88,-4,0,13
,22. Jan. 2018 01:00,0,0,0,Leicht bewölkt,1,86,-4,0,13
,22. Jan. 2018 02:00,0,0,0,Bewölkt,1,85,-3,0,14
,22. Jan. 2018 03:00,2,1,1,Bewölkt,1,83,-3,0,15
,22. Jan. 2018 04:00,10,5,5,Bewölkt,2,85,-2,0,14
,22. Jan. 2018 05:00,14,7,7,Stellenweiser Regenfall,2,86,-2,0,13
,22. Jan. 2018 06:00,71,41,30,Stellenweiser Regenfall,2,87,-1,0,13
,22. Jan. 2018 07:00,321,189,132,Stellenweiser Regenfall,2,89,-1,0,12
,22. Jan. 2018 08:00,258,152,106,Nieselregen,3,91,0,0,10
,22. Jan. 2018 09:00,186,109,77,Nieselregen,3,93,0,0,9
,22. Jan. 2018 10:00,155,91,64,Nieselregen,3,94,1,0,11
,22. Jan. 2018 11:00,140,82,58,Nieselregen,4,95,1,0,12
,22. Jan. 2018 12:00,125,73,52,Nieselregen,4,96,1,0,14
,22. Jan. 2018 13:00,183,108,75,Nieselregen,5,95,2,0,15
,22. Jan. 2018 14:00,194,114,80,Bedeckt,5,94,2,0,15
,22. Jan. 2018 15:00,243,143,100,Bedeckt,6,93,2,0,16
,22. Jan. 2018 16:00,270,159,111,Bedeckt,5,93,2,0,16
,22. Jan. 2018 17:00,334,197,137,Nieselregen,5,93,1,0,16
,22. Jan. 2018 18:00,234,138,96,Nieselregen,5,93,1,0,15
,22. Jan. 2018 19:00,169,100,69,Nieselregen,4,93,1,0,16
,22. Jan. 2018 20:00,141,82,59,Bewölkt,3,94,1,0,17
,22. Jan. 2018 21:00,99,58,41,Bewölkt,3,95,1,0,17
,22. Jan. 2018 22:00,55,31,24,Bewölkt,3,95,1,0,17
,22. Jan. 2018 23:00,34,19,15,Bedeckt,3,95,1,0,17
,23. Jan. 2018 00:00,8,4,4,Bedeckt,3,96,1,0,17
,23. Jan. 2018 01:00,2,1,1,Bedeckt,3,96,1,0,16
,23. Jan. 2018 02:00,0,0,0,Bedeckt,4,96,1,0,16
,23. Jan. 2018 03:00,4,2,2,Bedeckt,4,96,0,0,15
,23. Jan. 2018 04:00,12,6,6,Bedeckt,4,96,0,0,15
,23. Jan. 2018 05:00,22,12,10,Bedeckt,4,96,0,0,14
,23. Jan. 2018 06:00,79,46,33,Bedeckt,4,96,0,0,14
,23. Jan. 2018 07:00,357,211,146,Bedeckt,4,95,1,0,14
,23. Jan. 2018 08:00,280,165,115,Bedeckt,4,94,1,0,14
,23. Jan. 2018 09:00,258,152,106,Bedeckt,4,94,1,0,15
,23. Jan. 2018 10:00,175,103,72,Bedeckt,5,88,2,0,17
,23. Jan. 2018 11:00,173,102,71,Leicht bewölkt,6,83,3,0,18
,23. Jan. 2018 12:00,164,96,68,Leicht bewölkt,7,78,4,0,20
,23. Jan. 2018 13:00,179,105,74,Leicht bewölkt,7,77,4,0,20
,23. Jan. 2018 14:00,191,112,79,Bewölkt,7,76,4,0,20
,23. Jan. 2018 15:00,300,177,123,Bewölkt,8,75,5,0,19
,23. Jan. 2018 16:00,335,198,137,Bewölkt,7,77,5,0,21
,23. Jan. 2018 17:00,271,160,111,Leicht bewölkt,7,79,5,0,22
,23. Jan. 2018 18:00,202,119,83,Leicht bewölkt,6,80,5,0,23
,23. Jan. 2018 19:00,201,118,83,Leicht bewölkt,5,83,4,0,24
,23. Jan. 2018 20:00,139,81,58,Leichter Regenfall,4,85,4,0,25
,23. Jan. 2018 21:00,66,38,28,Leichter Regenfall,3,87,3,0,26
,23. Jan. 2018 22:00,39,22,17,Leichter Regenfall,4,88,4,0,26
,23. Jan. 2018 23:00,17,9,8,Leichter Regenfall,6,89,4,0,25
,24. Jan. 2018 00:00,10,5,5,Leichter Regenfall,7,91,5,0,25
,24. Jan. 2018 01:00,6,3,3,Leichter Regenfall,8,90,6,0,25
,24. Jan. 2018 02:00,8,4,4,Leichter Regenfall,9,90,6,0,25
,24. Jan. 2018 03:00,4,2,2,Leichter Regenfall,10,90,7,0,25
,24. Jan. 2018 04:00,10,5,5,Leichter Regenfall,10,90,7,0,25
,24. Jan. 2018 05:00,24,12,12,Stellenweiser Regenfall,10,90,7,0,24
,24. Jan. 2018 06:00,71,41,30,Stellenweiser Regenfall,10,90,7,0,23
,24. Jan. 2018 07:00,380,224,156,Stellenweiser Regenfall,10,89,7,0,23
,24. Jan. 2018 08:00,299,177,122,Nieselregen,10,88,8,0,23
,24. Jan. 2018 09:00,260,153,107,Nieselregen,11,87,8,0,23
,24. Jan. 2018 10:00,216,127,89,Nieselregen,11,84,9,0,25
,24. Jan. 2018 11:00,188,110,78,Stellenweiser Regenfall,12,81,9,0,26
,24. Jan. 2018 12:00,163,95,68,Stellenweiser Regenfall,13,78,10,0,27
,24. Jan. 2018 13:00,158,93,65,Stellenweiser Regenfall,13,76,10,0,28
,24. Jan. 2018 14:00,154,90,64,Bedeckt,13,74,11,0,29
,24. Jan. 2018 15:00,255,150,105,Bedeckt,13,72,11,0,30
,24. Jan. 2018 16:00,334,197,137,Bedeckt,13,73,10,0,30
,24. Jan. 2018 17:00,320,189,131,Leicht bewölkt,13,73,10,0,31
,24. Jan. 2018 18:00,220,130,90,Leicht bewölkt,12,74,9,0,31
,24. Jan. 2018 19:00,172,101,71,Leicht bewölkt,12,74,9,0,31
,24. Jan. 2018 20:00,115,67,48,Bewölkt,12,74,9,0,31
,24. Jan. 2018 21:00,86,50,36,Bewölkt,11,75,8,0,31
,24. Jan. 2018 22:00,61,35,26,Bewölkt,11,77,8,0,30
,24. Jan. 2018 23:00,25,14,11,Bewölkt,11,79,8,0,28
,25. Jan. 2018 00:00,20,11,9,Bewölkt,11,82,8,0,27
,25. Jan. 2018 01:00,10,5,5,Bewölkt,11,83,8,0,25
,25. Jan. 2018 02:00,2,1,1,Nieselregen,10,85,7,0,24
,25. Jan. 2018 03:00,6,3,3,Nieselregen,10,87,7,0,22
,25. Jan. 2018 04:00,10,5,5,Nieselregen,10,86,7,0,20
,25. Jan. 2018 05:00,17,9,8,Leichter Regenfall,9,85,6,0,18
,25. Jan. 2018 06:00,64,37,27,Leichter Regenfall,9,85,6,0,17
,25. Jan. 2018 07:00,335,198,137,Leichter Regenfall,8,83,6,0,16
,25. Jan. 2018 08:00,298,176,122,Stellenweiser Nieselregen,8,82,6,0,15
,25. Jan. 2018 09:00,239,141,98,Stellenweiser Nieselregen,8,80,6,0,15
,25. Jan. 2018 10:00,190,112,78,Stellenweiser Nieselregen,8,79,6,0,15
,25. Jan. 2018 11:00,154,90,64,Bedeckt,9,77,6,0,15
,25. Jan. 2018 12:00,154,91,63,Bedeckt,9,76,7,0,15
,25. Jan. 2018 13:00,194,114,80,Bedeckt,9,77,7,0,14
,25. Jan. 2018 14:00,210,124,86,Bedeckt,9,79,7,0,13
,25. Jan. 2018 15:00,250,147,103,Bedeckt,9,81,7,0,13
,25. Jan. 2018 16:00,293,173,120,Bedeckt,9,83,7,0,12
,25. Jan. 2018 17:00,315,186,129,Nieselregen,8,85,6,0,12
,25. Jan. 2018 18:00,250,147,103,Nieselregen,8,88,6,0,12
,25. Jan. 2018 19:00,164,96,68,Nieselregen,8,89,5,0,11
,25. Jan. 2018 20:00,131,77,54,Nieselregen,7,90,5,0,11
,25. Jan. 2018 21:00,96,56,40,Nieselregen,7,91,5,0,10
,25. Jan. 2018 22:00,50,28,22,Nieselregen,7,92,5,0,10
,25. Jan. 2018 23:00,12,6,6,Nieselregen,6,93,4,0,9
,26. Jan. 2018 00:00,4,2,2,Nieselregen,6,94,4,0,9
,26. Jan. 2018 01:00,2,1,1,Nieselregen,6,94,4,0,8
,26. Jan. 2018 02:00,6,3,3,Stellenweiser Nieselregen,6,95,4,0,8
,26. Jan. 2018 03:00,2,1,1,Stellenweiser Nieselregen,6,95,4,0,7
,26. Jan. 2018 04:00,17,9,8,Stellenweiser Nieselregen,5,95,4,0,7
,26. Jan. 2018 05:00,28,15,13,Leichter Nebel,5,95,4,0,7
,26. Jan. 2018 06:00,70,40,30,Leichter Nebel,5,96,4,0,6
,26. Jan. 2018 07:00,346,204,142,Leichter Nebel,5,95,4,0,6
,26. Jan. 2018 08:00,293,173,120,Leichter Nebel,5,95,4,0,6
,26. Jan. 2018 09:00,240,141,99,Leichter Nebel,5,95,4,0,6
,26. Jan. 2018 10:00,150,87,63,Leichter Nebel,6,93,4,0,7
,26. Jan. 2018 11:00,178,105,73,Leichter Nebel,6,91,5,0,7
,26. Jan. 2018 12:00,210,124,86,Leichter Nebel,7,89,5,0,8
,26. Jan. 2018 13:00,231,136,95,Leichter Nebel,7,88,5,0,8
,26. Jan. 2018 14:00,208,122,86,Leicht bewölkt,7,88,5,0,8
,26. Jan. 2018 15:00,323,191,132,Leicht bewölkt,7,87,6,0,8
,26. Jan. 2018 16:00,268,158,110,Leicht bewölkt,7,88,5,0,7
,26. Jan. 2018 17:00,249,146,103,Leicht bewölkt,6,90,5,0,7
,26. Jan. 2018 18:00,173,102,71,Leicht bewölkt,6,91,5,0,6
,26. Jan. 2018 19:00,203,119,84,Leicht bewölkt,5,92,4,0,7
,26. Jan. 2018 20:00,124,72,52,Leicht bewölkt,5,92,3,0,7
,26. Jan. 2018 21:00,75,43,32,Leicht bewölkt,4,93,3,0,7
,26. Jan. 2018 22:00,38,21,17,Leicht bewölkt,4,94,2,0,7
,26. Jan. 2018 23:00,58,33,25,Leicht bewölkt,4,94,2,0,7
,27. Jan. 2018 00:00,62,35,27,Leicht bewölkt,3,94,1,0,8
,27. Jan. 2018 01:00,39,22,17,Leicht bewölkt,3,95,1,0,7
,27. Jan. 2018 02:00,13,7,6,Leichter Nebel,3,95,1,0,7
,27. Jan. 2018 03:00,2,1,1,Leichter Nebel,3,96,1,0,7
,27. Jan. 2018 04:00,10,5,5,Leichter Nebel,3,96,1,0,7
,27. Jan. 2018 05:00,21,11,10,Leichter Nebel,3,96,0,0,7
,27. Jan. 2018 06:00,15,8,7,Leichter Nebel,2,96,0,0,7
,27. Jan. 2018 07:00,38,21,17,Leichter Nebel,3,96,0,0,8
,27. Jan. 2018 08:00,103,60,43,Leichter Nebel,3,96,0,0,9
,27. Jan. 2018 09:00,173,101,72,Leichter Nebel,3,95,0,0,10
,27. Jan. 2018 10:00,207,122,85,Leichter Nebel,4,92,1,0,12
,27. Jan. 2018 11:00,202,119,83,Leichter Nebel,5,89,2,0,13
,27. Jan. 2018 12:00,207,122,85,Leichter Nebel,5,86,2,0,14
,27. Jan. 2018 13:00,214,126,88,Leichter Nebel,6,84,3,0,15
,27. Jan. 2018 14:00,156,91,65,Leicht bewölkt,6,82,3,0,15
,27. Jan. 2018 15:00,144,85,59,Leicht bewölkt,6,80,3,0,15
,27. Jan. 2018 16:00,131,77,54,Leicht bewölkt,6,81,3,0,15
,27. Jan. 2018 17:00,116,68,48,Leicht bewölkt,6,82,2,0,16
,27. Jan. 2018 18:00,157,92,65,Leicht bewölkt,5,83,2,0,17
,27. Jan. 2018 19:00,158,93,65,Leicht bewölkt,4,81,1,0,19
,27. Jan. 2018 20:00,138,81,57,Leicht bewölkt,3,79,1,0,21
,27. Jan. 2018 21:00,82,48,34,Leicht bewölkt,3,77,1,0,24
,27. Jan. 2018 22:00,43,24,19,Leicht bewölkt,3,76,1,0,25
,27. Jan. 2018 23:00,53,30,23,Bewölkt,4,76,1,0,27
,28. Jan. 2018 00:00,48,27,21,Bewölkt,4,75,1,0,28
,28. Jan. 2018 01:00,36,20,16,Bewölkt,5,77,1,0,29
,28. Jan. 2018 02:00,12,6,6,Nieselregen,5,80,1,0,30
,28. Jan. 2018 03:00,19,10,9,Nieselregen,6,82,1,0,31
,28. Jan. 2018 04:00,12,6,6,Nieselregen,6,84,2,0,31
,28. Jan. 2018 05:00,6,3,3,Nieselregen,6,85,2,0,30
,28. Jan. 2018 06:00,10,5,5,Nieselregen,7,87,2,0,30
,28. Jan. 2018 07:00,10,5,5,Nieselregen,7,88,3,0,30
,28. Jan. 2018 08:00,25,13,12,Nieselregen,7,88,3,0,29
,28. Jan. 2018 09:00,83,48,35,Nieselregen,8,89,4,0,28
,28. Jan. 2018 10:00,75,43,32,Nieselregen,8,88,4,0,28
,28. Jan. 2018 11:00,87,51,36,Nieselregen,8,87,5,0,28
,28. Jan. 2018 12:00,73,42,31,Nieselregen,9,86,5,0,27
,28. Jan. 2018 13:00,82,48,34,Nieselregen,9,85,6,0,28
,28. Jan. 2018 14:00,100,58,42,Stellenweiser Regenfall,9,83,6,0,28
,28. Jan. 2018 15:00,105,62,43,Stellenweiser Regenfall,10,82,6,0,28
,28. Jan. 2018 16:00,104,61,43,Stellenweiser Regenfall,9,83,6,0,29
,28. Jan. 2018 17:00,143,84,59,Stellenweiser Regenfall,8,84,6,0,29
,28. Jan. 2018 18:00,99,58,41,Stellenweiser Regenfall,7,85,6,0,29
,28. Jan. 2018 19:00,110,64,46,Stellenweiser Regenfall,6,86,5,0,29
,28. Jan. 2018 20:00,86,50,36,Bedeckt,5,88,5,0,29
,28. Jan. 2018 21:00,36,20,16,Bedeckt,4,89,4,0,28
